Name	Platform No.	Track No.
Opoczno	1	2
Opoczno	2	1
Opoczno Południe	1	3
Opoczno Południe	2	4
Opole Borki	1	1
Opole Borki	2	2
Opole Chmielowice	1	1
Opole Czarnowąsy	1	1
Opole Czarnowąsy	2	2
Opole Główne	1	1
Opole Główne	1	3płd
Opole Główne	1a	5płd
Opole Główne	2	4płd
Opole Główne	2	2
Opole Główne	3	14
Opole Główne	4	8płn
Opole Główne	4	12
Opole Główne	5	6płn
Opole Gosławice	1	1
Opole Groszowice	1	1
Opole Groszowice	1	2
Opole Grotowice	1	1
Opole Grotowice	2	2
Opole Wschodnie	1	1p
Opole Wschodnie	1	2p
Opole Zachodnie	1	1p
Opole Zachodnie	2	2p
Orlanka	1	1
Orneta	1	1
Orneta	1	3
Orzechowicze	1	1
Orzechowo	1	1
Orzechowo	2	2
Orzesze	1	5
Orzesze	1	1
Orzesze	2	2
Orzesze	2	4
Orzesze Jaśkowice	1	2
Orzesze Jaśkowice	1	4
Orzesze Jaśkowice	2	1
Orzesze Jaśkowice	2	2
Orzesze Miasto	1	
Orzeszkowo	1	1
Orzeszków	1	1
Orzeszków	2	2
Osetnica	1	1
Osetnica	2	2
Osie	1	1
Osie	2	1
Osie	2	2
Osielec	1	1
Osielec	1	2
Osina	1	1
Osola	1	1
Osola	2	2
Osowiec	1	3
Osowiec	2	2
Osowiec	2	1
Osowiec Przystanek	1	1
Osowiec Śląski	1	1
Ostaszewo Toruńskie	1	1
Ostaszewo Toruńskie	1	13
Ostrołęka	1	1
Ostrołęka	1	4
Ostrołęka	2	7
Ostrołęka	2	3
Ostromecko	1	1
Ostrowie Biebrzańskie	1	1
Ostrowiec Świętokrzyski	1	1
Ostrowiec Świętokrzyski	1	2
Ostrowite koło Jabłonowa	1	2
Ostrowite koło Jabłonowa	2	1
Ostrowy	1	1
Ostrowy	1	2
Ostróda	1	1
Ostróda	2	3
Ostrów koło Radymna	1	1
Ostrów koło Radymna	2	2
Ostrów Wielkopolski	1	1
Ostrów Wielkopolski	2	6
Ostrów Wielkopolski	2	2
Ostrów Wielkopolski	3	10
Ostrów Wielkopolski	3	8
Ostrów Wielkopolski Gorzyce	1	2
Ostrów Wielkopolski Gorzyce	1	1
Ostrówek Węgrowski	1	1
Ostrówek Węgrowski	2	2
Ostrówki koło Chodzieży	1	1
Ostrzeszów	1	1
Ostrzeszów	1	2
Ostrzeszów	2	5
Oświęcim	1	6
Oświęcim	2	2
Oświęcim	2	4
Oświęcim	3	1
Oświęcim	3	3
Oświęcim	4	5
Oświęcim	4	7
Otłoczyn	1	1
Otłoczyn	2	2
Otłoczyn	2	4
Otmice	1	2a
Otmice	2	1
Otmuchów	2	1
Otmuchów	2	2
Otmuchów	3	5
Otmuchów Jezioro	1	1
Otmuchów Jezioro	2	2
Otoczna	1	1
Otoczna	2	2
Otok	1	4
Otok	2	2
Otok	2	1
Otomino	1	1
Otusz	1	1
Otusz	2	2
Otwock	1	2
Otwock	1	22
Otwock	2	21
Otwock	2	1
Otwock	3	3
Otwock Śródborów	1	1
Otwock Śródborów	2	2
Otwock Świder	1	1
Otwock Świder	1	2
Owińska	1	1
Ozimek	1	1
Ozimek	1	2
Ozorków	1	3a
Ozorków	2	1
Ozorków	2	2
Ozorków Nowe Miasto	1	1
Ożarów Mazowiecki	1	1
Ożarów Mazowiecki	1	3
Ożarów Mazowiecki	2	2
Ożarów Mazowiecki	2	4
Pabianice	1	4
Pabianice	2	2
Pabianice	2	1
Pabianice Północne	1	1
Pabianice Północne	2	2
Pacholęta	1	2
Pacholęta	2	1
Paczkowo	1	1
Paczkowo	2	2
Paczków	1	2
Paczków	2	1
Paczyna	1	2
Paczyna	2	1
Padew	1	1
Pakosławice	1	1
Pakość	1	1
Pakość	2	1
Pakość	2	2
Palędzie	1	1
Palędzie	1	3
Palędzie	2	4
Palędzie	2	2
Pałecznica	1	1
Pamiątkowo	1	2
Pamiątkowo	2	1
Panki	1	3
Panki	2	1
Panowice	1	1
Papowo Toruńskie	1	1
Papowo Toruńskie	1	2
Parciaki	1	1
Parczew	1	3a,3b
Parczew	1	1c
Parczew Kolejowa	1	1
Parkowo	1	1
Parlin	1	1
Parlin	2	1
Parlin	2	2
Parłówko	1	1
Parłówko	2	2
Parzniew	1	3
Parzniew	1	4
Pasieki	1	5
Pasieki	2	3
Pasieki	2	1
Pasłęk	1	2
Pasłęk	1	1
Pasym	1	1
Pasym	1	3
Patków	1	1
Patków	2	2
Patrzyków	1	1
Patrzyków	2	2
Pawłowice	2	2
Pawłowice	3	1
Pawłowice Śląskie Centrum	1	2
Pawłowice Śląskie Centrum	2	1
Pawłów Wielkopolski	1	1
Pawłówek	1	1
Pawłówek	2	2
Pawonków	1	1
Pawonków	2	2
Pątnów Wieluński	2	1
Pątnów Wieluński	2	2
Pelplin	1	2
Pelplin	2	1
Pełkinie	1	1
Pełkinie	2	2
Perkowice	1	1c
Perkowice	2	2c
Perkowo	1	1
Petrykozy	1	1
Pewel Mała	1	1
Pewel Wielka	1	1
Pewel Wielka Centrum	1	1
Pęckowo	1	1
Pęckowo	2	2
Pęgów	1	1
Pęgów	2	2
Pępowo	1	3
Pępowo	2	1
Pępowo	3	2
Pęzino	1	1
Piasecznica	1	1
Piasecznica	2	2
Piaseczno	1	101
Piaseczno	2	102
Piasek	1	1
Piasek	2	2
Piastoszyn	1	1
Piastów	1	4
Piastów	2	3
Piechowice	1	1
Piechowice	2	3
Piechowice Dolne	1	1
Pieczyska	1	1
Piekiełko	1	1
Piekoszów	1	1
Piekoszów	2	2
Piekoszów Łaziska	2	1
Piekoszów Łaziska	2	2
Pieniężno	2	1
Pieńsk	1	1
Pieńsk	2	2
Pierściec	1	3
Pierściec	1	1
Pierzchno	1	1
Pierzchno	2	2
Pierzyska	1	1
Pierzyska	2	2
Piesienice	1	1
Piesienice	2	2
Pietrzykowice Żywieckie	1	1
Pikulice	1	1
Pikus	1	2
Pikus	2	1
Pilawa	1	11
Pilawa	1	1
Pilawa	2	2
Pilawa	2	12
Pilchów	1	1
Piła Fabryczna	1	1
Piła Fabryczna	2	2
Piła Główna	1	1
Piła Główna	2	2
Piła Główna	2	4
Piła Główna	3	6
Piła Główna	3	8
Piła Główna	4	18
Piła Główna	4	16
Piła Główna	5	11
Piła Główna	6	15
Piła Główna	6	13
Piła Kalina	1	1
Piła Kalina	2	2
Piła Podlasie	1	1
Piława Górna	1	2
Piława Górna	2	2
Piława Górna	2	1
Piława Górna	3	7
Piława Górna	3	3
Pinczyn	1	2
Pinczyn	2	1
Pionki	1	4
Pionki	2	1
Pionki	2	2
Pionki Zachodnie	1	1
Pionki Zachodnie	2	2
Piotrków Kujawski	1	4
Piotrków Kujawski	2	1
Piotrków Kujawski	2	2
Piotrków Trybunalski	1	2
Piotrków Trybunalski	2	1
Piotrków Trybunalski	2	3
Pisary	1	1
Pisary	2	2
Pisarzowa	1	1
Pisz	1	1
Pisz	1	3
Pisz Wschodni	1	1
Piwniczna	1	3
Piwniczna	1	1
Piwniczna-Zdrój	1	1
Platerów	1	1
Platerów	1	2
Pleszew	1	1
Pleszew	2	2
Pliszka	1	1
Pliszka	2	2
Pludry	1	1
Pludry	2	2
Pławna	1	1
Płochocin	1	1
Płochocin	2	2
Płociczno koło Suwałk	1	1
Płock	1	6
Płock	2	1
Płock	2	4
Płock Radziwie	1	3
Płock Radziwie	2	3
Płock Radziwie	2	1
Płock Trzepowo	1	3
Płock Trzepowo	1	1
Płońsk	2	1
Płońsk	1	3
Płońsk	2	3
Płoty	1	2
Płoty	2	1
Płoty	2	2
Płyćwia	1	1
Płyćwia	2	2
Płytnica	1	3
Płytnica	2	1
Płytnica	2	4
Pobiedziska	1	1
Pobiedziska	2	4
Pobiedziska	2	2
Pobiedziska Letnisko	1	2
Pobiedziska Letnisko	2	1
Podbiele	1	1
Podborsko	1	2
Podborsko	2	1
Podbory Skawińskie	1	4
Podbory Skawińskie	2	1
Podbory Skawińskie	2	2
Podbór	1	1
Podbór	2	2
Podchojny	1	1
Podchojny	2	2
Poddębice	1	3
Poddębice	2	2
Poddębice	2	1
Podlasek	1	2
Podlasek	2	2
Podlasek	2	1
Podlesie	1	1
Podlesie	2	2
Podlesiec	1	1b
Podlesiec	2	2
Podlesiec	2	4
Podleś	1	1
Podłęże	1	1
Podłęże	2	4
Podłęże	2	6
Podolany	1	1
Podstolice	2	8
Podstolice	2	6
Podwierzbie	1	1
Podzamcze	1	1
Podzamcze	2	2
Pogorzel Warszawska	1	1
Pogorzel Warszawska	2	2
Pogorzel Wielka	1	1
Pogorzelice	1	2
Pogorzelice	2	4
Pogwizdów	1	1
Pokrzywnica	2	2
Polanica-Zdrój	1	1
Polanica-Zdrój	2	2
Polichna Kraśnicka	1	1
Policko	1	1
Policzna	1	1
Polna	1	1
Pomiechówek	1	1
Pomiechówek	2	2
Ponętów	1	4
Ponętów	2	1
Ponętów	2	2
Poniec	1	3
Poniec	2	1
Poniec	3	2
Popielów	1	2
Popielów	2	1
Popowo Skwierzyńskie	1	1
Poraj	1	1
Poraj	1	2
Porażyn	1	2
Porażyn	2	1
Poręba	1	1
Poręba	1	2
Poronin	1	2
Poronin	2	3
Poronin	2	1
Poronin Misiagi	1	1
Porosiuki	1	1
Porosiuki	2	2
Port Lotniczy Szczecin Goleniów	1	1
Potęgowo	2	3
Potęgowo	2	1
Potok	1	2
Potok	2	1
Potok Kraśnicki	1	1
Powałki	1	1
Powodowo	1	1
Powroźnik	1	3
Powroźnik	1	1
Poznań Antoninek	1	1
Poznań Antoninek	2	2
Poznań Dębiec	1	2
Poznań Dębiec	2	1
Poznań Dębina	1	1
Poznań Dębina	2	2
Poznań Garbary	1	1
Poznań Garbary	2	2
Poznań Główny	1	14
Poznań Główny	1	16
Poznań Główny	10	52
Poznań Główny	10	54
Poznań Główny	11	56
Poznań Główny	11	58
Poznań Główny	2	8
Poznań Główny	2	6
Poznań Główny	3	4
Poznań Główny	3	2
Poznań Główny	4	12
Poznań Główny	5	1
Poznań Główny	6	11
Poznań Główny	7	57
Poznań Główny	7	55
Poznań Główny	8	51
Poznań Główny	9	53
Poznań Górczyn	1	2
Poznań Górczyn	1	1
Poznań Junikowo	1	1
Poznań Junikowo	2	2
Poznań Karolin	1	1
Poznań Krzesiny	1	2
Poznań Krzesiny	1	1
Poznań Podolany	1	1
Poznań Podolany	2	2
Poznań Starołęka	1	2
Poznań Starołęka	1	1
Poznań Strzeszyn	1	1
Poznań Strzeszyn	2	2
Poznań Wola	1	2
Poznań Wola	2	1
Poznań Wschód	1	7
Poznań Wschód	2	3
Poznań Wschód	2	5
Poznań Wschód	3	2
Poznań Wschód	3	1
Półwieś	1	1
Półwieś	2	2
Prabuty	1	4
Prabuty	1	2
Prabuty	2	1
Prabuty	2	3
Prabuty Góry	1	1
Proboszczewice Płockie	2	1
Promno	1	1
Promno	2	2
Prostki	1	2
Prostki	1	1
Prostynia	1	1
Prostynia	2	5
Prostyń	1	1
Prostyń	2	2
Pruchna	1	8
Pruchna	2	3
Prudnik	1	2
Prudnik	2	1
Pruszcz Gdański	1	4
Pruszcz Gdański	1	2
Pruszcz Gdański	2	1
Pruszcz Gdański	2	3
Pruszcz Pomorski	1	2
Pruszcz Pomorski	2	1
Pruszcz Pomorski	2	2
Pruszków	1	3
Pruszków	1	4
Przebędowo	1	1
Przeciszów	1	1
Przeciszów	1	2
Przecza	1	1
Przecza	2	2
Przedmoście Święte	1	1
Przedmoście Święte	2	2
Przemyśl Główny	1	7
Przemyśl Główny	1	3
Przemyśl Główny	2	2
Przemyśl Główny	2	1
Przemyśl Główny	3	103
Przemyśl Główny	3	4
Przemyśl Główny	4	101
Przemyśl Główny	4	102S
Przemyśl Główny	5	102S
Przemyśl Wschodni	1	1
Przemyśl Zasanie	1	1
Przemyśl Zasanie	2	2
Przeradz	1	1
Przetycz	1	2
Przetycz	2	1
Przeworsk	1	1
Przeworsk	1	2
Przeworsk	2	6
Przeworsk	2	4
Przybówka	1	3
Przybówka	2	1
Przybyłowice	1	1
Przybyłowice	2	3
Przygodzice	1	1
Przygodzice	1	2
Przyłęk Duży	1	1
Przyłęk Duży	2	2
Przyłubie	1	1
Przyłubie	2	2
Przysieczyn	1	1
Przysieka Stara	1	1
Przysieka Stara	2	2
Przysieki	1	1
Przysieki	1	2
Przysucha	1	3
Przysucha	1	1
Przysucha	2	2
Przyszowice	1	1
Przyszowice	2	2
Przytkowice	1	1
Przytocko	1	1
Przywory Opolskie	1	1
Przywory Opolskie	2	2
Pstroszyce	1	1
Pstroszyce	2	2
Pszczew	1	1
Pszczółki	1	2
Pszczółki	1	4
Pszczółki	2	1
Pszczółki	2	3
Pszczyna	1	3
Pszczyna	2	2
Pszczyna	2	1
Pszczyna Czarków	1	1
Pszenno	1	1
Ptaszkowa	1	2
Ptaszkowa	2	1
Ptaszkowo	1	1
Ptusza	1	1
Ptusza	2	1
Puck	1	2
Puck	1	1
Pułankowice	1	1
Puławy	1	3
Puławy	2	2
Puławy	2	1
Puławy Azoty	1	5
Puławy Chemia	1	1
Puławy Chemia	2	2
Puławy Miasto	1	2
Puławy Miasto	1	1
Pustków	1	1
Pustków Żurawski	1	1
Pustynia	1	1
Puszcza Rządowa	1	1
Puszczykowo	1	1
Puszczykowo	2	2
Puszczykówko	1	1
Puszczykówko	2	2
Puszczykówko	2	4
Pyrzowice Lotnisko	1	1
Pyrzowice Lotnisko	1	2
Pyrzowice Lotnisko	2	4
Pyskowice	2	1
Pyskowice	2	3
Pyskowice	3	4
Pyskowice	3	2
Pyzówka	1	1
Raba Niżna	1	1
Raba Wyżna	1	3
Raba Wyżna	1	1
Rabka Zaryte	1	3
Rabka Zaryte	1	1
Rabka-Zdrój	1	1
Racewo	1	1
Raciąż	1	2
Raciąż	2	1
Raciąż	2	2
Raciborów Kutnowski	1	1
Racibory	1	1
Racibory	1	3
Racibory	2	2
Racibory	2	4
Racibórz	1	3
Racibórz	2	2
Racibórz	2	1
Racibórz	3	3
Racibórz	3	5
Racibórz Markowice	1	1
Racibórz Markowice	2	2
Racławice Śląskie	1	1płn
Racławice Śląskie	2	2płn
Racławki	1	1
Radkowice	1	1
Radkowice	2	2
Radliczyce	1	1
Radliczyce	2	2
Radlin Obszary	1	1
Radlin Obszary	2	2
Radlin Wielkopolski	1	1
Radlin Wielkopolski	2	2
Radnica	1	2
Radnica	2	1
Radom Główny	1	5
Radom Główny	2	1
Radom Główny	2	2
Radom Główny	3	8
Radom Główny	3	10
Radom Gołębiów	1	1
Radom Gołębiów	1	2
Radom Południowy	1	1
Radom Południowy	2	2
Radom Potkanów	1	1
Radom Północny	1	1
Radom Północny	1	2
Radom Stara Wola	1	1
Radom Stara Wola	2	2
Radom Wschodni	1	1
Radom Wschodni	1	2
Radomsko	1	2
Radomsko	1	1
Radomyśl	1	1
Radomyśl	2	2
Radów	1	1
Radów	2	2
Raduń	1	1
Radymno	1	1
Radymno	1	2
Radzice	1	1
Radzice	2	2
Radziechowy Wieprz	1	1
Radzionków	1	2
Radzionków	1	4
Radzionków	2	3
Radzionków	2	1
Radzionków Rojca	1	1
Radzionków Rojca	2	2
Radziszewo	1	1
Radziszewo	2	2
Radziszów	1	1
Radziszów	1	2
Radziszów Centrum	1	1
Radziwiłłów Mazowiecki	1	1
Radziwiłłów Mazowiecki	2	2
Radzymin	2	1
Radzymin	2	2
Radzyń Podlaski	2	2
Radzyń Podlaski	2	1
Rajcza	1	1
Rajcza	1	3
Rajcza Centrum	1	1
Rajec Poduchowny	1	1
Rajec Poduchowny	2	2
Rajsk	1	1
Rakoniewice	1	1
Rakoniewice	1	3
Rakoniewice Milickie	1	1
Rakowice	1	1
Rakowice	2	4
Rakowice	2	2
Raszowa	1	1
Raszowa	2	2
Raszówka	1	2
Raszówka	1	1
Raszujka	1	1
Rawicz	1	1
Rawicz	2	2
Rawicz	2	4
Rąbino	1	1
Rąbino	2	3
Reblino	1	1
Reblino	2	3
Recław	1	1
Recław	1	2
Recz Pomorski	1	1
Recz Pomorski	2	3
Reda	1	3
Reda	2	2
Reda	2	1
Reda Pieleszewo	1	1
Reda Pieleszewo	2	2
Reda Rekowo	1	1
Redaki	1	2
Redaki	2	1
Redaki	2	3
Rejowiec	1	5A
Rejowiec	2	2
Rejowiec	2	1
Repczyce	1	1
Reptowo	1	1
Reptowo	1	3
Reptowo	2	2
Reptowo	2	3
Rębiszów	1	2
Rębiszów	2	1
Rębusz	1	1
Rębusz	2	2
Rogalice	1	1
Rogalice	2	2
Rogiedle	1	1
Rogoźnica	1	1
Rogoźnica	2	3
Rogoźnica koło Rzeszowa	1	1
Rogoźno Wielkopolskie	1	1
Rogoźno Wielkopolskie	2	4
Rogoźno Wielkopolskie	2	2
Rogożew	1	1
Rogów	1	2
Rogów	1	1
Rogów Sobócki	1	1
Rogóźno Pomorskie	1	5
Rogóźno Pomorskie	1	3
Rogóźno Pomorskie	2	3
Rogóźno Pomorskie	2	1
Rogóżno koło Łańcuta	1	1
Rogóżno koło Łańcuta	1	2
Rokiciny	1	2
Rokiciny	2	1
Rokiciny Podhalańskie	1	1
Rokietnica	1	4
Rokietnica	1	2
Rokietnica	2	1
Rokietnica	2	3
Rokita	1	1
Rokita	1	2
Rokitki	1	1
Rokitki	2	2
Rokitki	2	8
Rokitki Tczewskie	1	1
Rokitki Tczewskie	2	2
Rokitnia Stara	1	1
Rokitnia Stara	2	2
Ropczyce	1	1
Ropczyce	1	3
Ropczyce	2	4
Ropczyce	2	2
Ropczyce Witkowice	1	1
Ropczyce Witkowice	2	2
Rosochatka	1	1
Rostarzewo	1	1
Roszkowo Wągrowieckie	1	1
Roszków Raciborski	1	1
Roszków Raciborski	2	2
Rozedranka	1	1
Rozprza	1	2
Rozprza	1	1
Roztoki Bystrzyckie	1	1
Rożki	1	4
Rożki	2	1
Rożki	2	2
Rożniaty	1	1
Rożnowo	1	1
Różanystok	1	1
Różyny	1	3
Różyny	2	2
Ruchocice	1	1
Ruciane-Nida	1	1
Ruciane-Nida Zachód	1	1
Ruda	1	1
Ruda Białaczowska	1	1
Ruda Chebzie	1	1
Ruda Chebzie	1	2
Ruda Śląska	1	1
Ruda Śląska	1	2
Ruda Talubska	1	1
Ruda Talubska	2	2
Ruda Wielka	1	1
Ruda Wielka	2	2
Ruda-Huta	1	1
Ruda-Opalin	1	1
Rudawa	1	1
Rudawa	2	2
Rudna Gwizdanów	1	2
Rudna Gwizdanów	1	4
Rudna Gwizdanów	2	1
Rudna Miasto	1	1
Rudna Miasto	2	1
Rudna Miasto	2	2
Rudna Wielka	1	1
Rudna Wielka	2	2
Rudnik	1	1
Rudnik nad Sanem	1	6
Rudnik nad Sanem	2	1
Rudnik nad Sanem	2	2
Rudnik Stróża	1	1
Rudnik Stróża	2	2
Rudniki koło Częstochowy	1	1
Rudniki koło Częstochowy	1	2
Rudyszwałd	1	1
Rudyszwałd	2	2
Rudyszwałd	3	1
Rudzienice Suskie	1	2
Rudzienice Suskie	2	1
Rudziniec Gliwicki	1	1b
Rudziniec Gliwicki	2	1b
Rudziniec Gliwicki	2	2
Rumia	1	5
Rumia	2	2
Rumia	2	1
Runowo Pomorskie	1	4
Runowo Pomorskie	1	10
Runowo Pomorskie	2	1
Runowo Pomorskie	2	2
Rurka	1	2
Rurka	2	1
Rusiec Łódzki	1	1
Rusiec Łódzki	2	2
Rusinowice	1	1
Rusinowice	2	2
Ruszów	2	1
Ruszów	3	2
Rutkowice	1	2
Rutkowice	2	1
Rutwica	1	1
Rybienko	1	1
Rybnica	1	2
Rybnica	2	1
Rybnik	1	5
Rybnik	2	2
Rybnik	2	1
Rybnik	3	8
Rybnik	3	4
Rybnik Gotartowice	1	2
Rybnik Gotartowice	1	1
Rybnik Niedobczyce	1	1
Rybnik Niewiadom	1	1
Rybnik Niewiadom	2	2A
Rybnik Paruszowiec	1	2
Rybnik Paruszowiec	1	1
Rybnik Piaski	1	1
Rybnik Piaski	2	2
Rybnik Rymer	1	1
Rybnik Rymer	2	2
Rybnik Towarowy	1	1
Rybnik Towarowy	2	4
Rybnik Towarowy	2	2
Rybno Pomorskie	1	1
Rybno Pomorskie	2	4
Rybno Pomorskie	2	2
Rycerka	1	1
Rychnowo Wielkie	1	2
Rychnowo Wielkie	2	1
Ryczów	1	1
Ryczów	1	2
Rydułtowy	1	4
Rydułtowy	2	4
Rydułtowy	2	2
Rydułtowy	3	2
Rydułtowy	3	1
Rydzyna	1	1
Rydzyna	2	2
Ryjewo	1	3
Ryjewo	1	1
Ryki	1	1
Ryki	2	2
Rykoszyn	1	1
Rykoszyn	2	2
Rynarcice	1	1
Rynkowo Wiadukt	1	1
Rynkowo Wiadukt	2	2
Rypin	2	1
Rytel	1	1
Rytel	2	3
Rytel Wieś	1	1
Rytro	1	1
Rytro	1	2
Rząsawa	1	2
Rzeczyca	1	3
Rzeczyca	1	1
Rzeczyca-Kolonia	1	1
Rzeczyce Śląskie	1	1
Rzeczyce Śląskie	2	2
Rzemień	1	1
Rzepedź	1	1
Rzepin	1	2
Rzepin	2	3
Rzepin	2	1
Rzepin	4	26
Rzepin	5	28
Rzepin	5	32
Rzepin Miasto	1	1
Rzerzęczyce	1	1
Rzerzęczyce	2	2
Rzeszotary	1	1
Rzeszów Baranówka	1	1
Rzeszów Baranówka	2	2
Rzeszów Centrum	1	35
Rzeszów Dworzysko	1	1
Rzeszów Dworzysko	2	2
Rzeszów Główny	1	5
Rzeszów Główny	1	3
Rzeszów Główny	2	1
Rzeszów Główny	2	2
Rzeszów Główny	3	6
Rzeszów Główny	3	8
Rzeszów Miłocin	1	1
Rzeszów Osiedle	1	1
Rzeszów Pobitno	1	1
Rzeszów Pobitno	2	2
Rzeszów Politechnika	1	1b
Rzeszów Politechnika	1	2b
Rzeszów Staromieście	1	1
Rzeszów Staroniwa	1	2
Rzeszów Staroniwa	1	1
Rzeszów Zachodni	1	44
Rzeszów Zachodni	2	41
Rzeszów Zachodni	2	42
Rzeszów Załęże	1	1
Rzeszów Załęże	2	2
Rzeszów Zwięczyca	1	1
Rzezawa	1	1
Rzezawa	2	2
Rzęśnica	1	2
Rzęśnica	2	1
Rzochów	1	1
Rzozów	1	1
Rzozów Centrum	1	1
Sabinka	1	1
Sabinka	2	2
Sadlinki	1	1
Sadlinki	1	2
Sadowice Wrocławskie	1	2
Sadowice Wrocławskie	2	1
Sadowne Węgrowskie	1	1a/1
Sadowne Węgrowskie	2	2a/2
Sadurki	1	1
Sadurki	2	2
Sadurki	2	4
Samborowo	1	2
Samborowo	1	1
Samostrzel	1	1
Samostrzel	2	1
Samostrzel	2	2
Sandomierz	1	3
Sandomierz	1	1a
Sandomierz	2	2a
Sandomierz	2	4
Sanok	1	5
Sanok	1	1
Sanok Dąbrówka	1	1
Sanok Miasto	1	1
Santok	1	2
Santok	2	1
Sarbiewo	1	1
Sarbiewo	2	2
Sarnaki	1	1
Sarnaki	1	2
Sarnów	1	1
Sarnów	2	2
Sątopy	1	1
Sątopy	2	2
Sątopy-Samulewo	1	3
Sątopy-Samulewo	2	2
Sątopy-Samulewo	2	1
Serock	1	3
Serock	2	3
Serock	2	1
Seroki	1	1
Seroki	2	2
Sędzice	1	4
Sędzice	2	2
Sędzice	3	1
Sędzisław	1	2
Sędzisław	1	4
Sędzisław	2	1
Sędziszów	1	4
Sędziszów	2	1
Sędziszów	2	2
Sędziszów Małopolski	1	3
Sędziszów Małopolski	1	1
Sędziszów Małopolski	2	2
Sędziszów Małopolski	2	4
Sędziszów Małopolski Wschodni	1	1
Sędziszów Małopolski Wschodni	2	2
Sidra	1	2
Sidra	1	1
Siechnice	1	1
Siechnice	1	2
Siedlce	1	10
Siedlce	2	4A
Siedlce	2	2a
Siedlce	3	1a
Siedlce	3	3
Siedlce Łaskie	1	1
Siedlce Łaskie	2	2
Siedlce Wschodnie	1	1
Siedlce Wschodnie	2	2
Siedlce Zachodnie	1	1
Siedlce Zachodnie	2	2
Siedliska koło Tuchowa	1	3
Siedliska koło Tuchowa	2	1
Siedliska Tomaszowskie	1	1
Siedlisko Czarnkowskie	1	1
Siedlisko Czarnkowskie	2	2
Siemianówka	1	6
Siemiatycze	1	2
Siemiatycze	1	1
Sieniawa	1	3
Sieniawa	1	1
Sieniawa Żarska	1	1
Siepietnica	1	1
Sieradz	1	4
Sieradz	2	1
Sieradz	2	2
Sieradz Męka	1	1
Sieradz Męka	2	2
Sieradz Warta	1	1
Sieradz Warta	2	2
Sierakowice Skierniewickie	1	1
Sierakowice Skierniewickie	2	2
Sieraków Śląski	1	2
Sieraków Śląski	2	1
Sierakówek	1	1
Sierakówek	1	2
Sierpc	1	13
Sierpc	2	11
Sierpc	2	5
Sierpc	3	3
Sierpc	3	1
Sierpów	1	1
Siewierz	1	1
Siewierz	1	3
Silno	1	2
Silnowo	1	1
Silnowo	2	1
Sińczyca	1	1
Siódmak	1	1
Sitkówka Nowiny	1	1
Sitkówka Nowiny	1	2
Sitkówka Nowiny	2	6
Sitkówka Nowiny	2	8
Sitno	1	1
Sitno	2	2
Sitowa	1	1
Skalmierz	1	1
Skalmierz	2	2
Skarżysko Kościelne	1	1
Skarżysko Kościelne	2	2
Skarżysko Milica	1	1
Skarżysko Zachodnie	1	1
Skarżysko Zachodnie	2	2
Skarżysko-Kamienna	1	3
Skarżysko-Kamienna	1a	7K
Skarżysko-Kamienna	2	1
Skarżysko-Kamienna	2	2
Skarżysko-Kamienna	3	6
Skarżysko-Kamienna	3	8
Skawa	1	3
Skawa	1	1
Skawa Środkowa	1	1
Skawina	1	4
Skawina	2	1
Skawina	2	2
Skawina Jagielnia	1	1
Skawina Jagielnia	2	2
Skawina Zachodnia	1	1
Skawina Zachodnia	2	2
Skępe	1	2
Skępe	2	1
Skępe	2	2
Skibno	1	2
Skibno	2	1
Skierniewice	1	2
Skierniewice	2	3c
Skierniewice	2	1
Skierniewice	3	104a
Skierniewice Rawka	1	1
Skierniewice Rawka	2	2
Sklęczki	1	1
Sklęczki	2	2
Skoczów	1	1
Skoczów	2	2
Skoczów	2	4
Skoczów Bajerki	1	1
Skoczów Bładnice	1	1
Skoki	1	1
Skoki - Borowa	1	1
Skoki - Borowa	2	2
Skokowa	1	2
Skokowa	2	1
Skołyszyn	1	3
Skołyszyn	1	1
Skoroszyce	1	1
Skowarcz	1	3
Skowarcz	2	2
Skórka	1	1
Skrzydlna	1	1
Skrzynki	1	3
Skrzynki	2	1
Skrzynki	2	3
Skrzynki	3	2
Skrzynki	3	4
Skrzynno	1	1
Skrzynno	2	2
Skwierzyna	4	4
Skwierzyna	5	6
Sława Wielkopolska	1	2
Sława Wielkopolska	2	1
Sławięcice	1	1a
Sławięcice	2	6
Sławięcice	2	8
Sławków	1	1
Sławków	2	2
Sławno	1	9
Sławno	2	5
Sławno	2	3
Sławno	3	1
Słomianka	1	1
Słomniki	1	2
Słomniki	1	1
Słomniki	2	4
Słomniki Miasto	1	1
Słomniki Miasto	2	2
Słone	1	1
Słonice	1	1
Słonice	1	3
Słonice	2	2
Słonice	2	4
Słonowice	1	1
Słonowice	1	2
Słosinko	1	1
Słotwiny	1	2
Słotwiny	2	1
Słowienkowo	1	1
Słubice	1	1
Słubice	2	2
Słupca	1	1
Słupca	2	2
Słupia	1	1
Słupia	2	2
Słupsk	1	8
Słupsk	1	1
Słupsk	2	3
Słupsk	3	9
Słupsk Północny	1	1
Smardy	1	1
Smardy	2	2
Smardzew	1	1
Smardzów Wrocławski	1	1
Smardzów Wrocławski	2	2
Smętowo	1	1
Smętowo	2	3
Smętowo	2	2
Smętowo	3	5
Smętowo	3	4
Smogorzów Przysuski	1	1
Smogorzów Przysuski	2	2
Smolec	1	1
Smolec	2	2
Smolniki	1	1
Smolniki	2	2
Smroków	1	1
